id_attivita,id_account_club,nome_club_sponsor,titolo,descrizione,stato,rapporto_completo,livello_attivita,causa,tipo_progetto,attivita_distintiva,finanziata_lcif,data_inizio,data_conclusione,persone_servite,persone_servite_limite,totale_volontari,totale_ore_servizio,totale_ore_servizio_capped,alberi_piantati,valuta_fondi_donati,totale_fondi_donati,fondi_donati_usd_capped,donazione_lcif,organizzazione_beneficiata,valuta_fondi_raccolti,totale_fondi_raccolti,fondi_raccolti_usd_capped,creato_da
SA-08991675,001Ns00000EDgRMIA1,LUCCA LE MURA,Conviviale con donazione LCIF,Donazione alla LCIF,Comunicato,True,Lions Club,Altro servizio umanitario,Donazione,False,False,2026-02-19,2026-02-19,,0,,,0.00,,USD,1000.00,1000.00,1,LCIF,,,0.00,Giuseppe Guerra
SA-09362777,001Ns00000EDgRMIA1,LUCCA LE MURA,Settimana dell'ambiente - Raccolta smartophone e tablet da destinare al riciclo e recupero di materie prime,Settimana dell'ambiente - Raccolta smartophone e tablet da destinare al riciclo e recupero di materie prime,Comunicato,True,Lions Club,Ambiente,Riciclaggio e gestione dei rifiuti,True,False,2026-04-18,2026-04-18,1000,1000,20,160.00,160.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09362627,001Ns00000EDgRMIA1,LUCCA LE MURA,Consiglio Direttivo,Consiglio Direttivo,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-09,2026-03-09,,0,12,36.00,36.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09362664,001Ns00000EDgRMIA1,LUCCA LE MURA,"Conviale Soci per presentazione cariche delClub per a.l. 2026-2027 - Relazione cultura su ""La Croce dei Pisani""","Conviviale Soci per presentazione cariche Club a.l. 2026/2027 - Relazione cultura ""La Croce dei Pisani"".",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-19,2026-03-19,,0,20,60.00,60.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09362685,001Ns00000EDgRMIA1,LUCCA LE MURA,InterconNETtiamoci ...ma con la testa,InterconNETtiamoci ... ma con la testa. I rischi della rete. Progetto scuola per giovani.,Comunicato,True,Lions Club,Altro servizio umanitario,Altro,True,False,2026-04-10,2026-04-10,42,42,2,4.00,4.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09362696,001Ns00000EDgRMIA1,LUCCA LE MURA,Consiglio Direttivo,Consiglio Direttivo,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-04-13,2026-04-13,,0,10,30.00,30.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09362705,001Ns00000EDgRMIA1,LUCCA LE MURA,Seconda Assemblea ordinaria - elezioni cariche del Club a.l. 2026-2027,Seconda Assemblea ordinaria - Elezione cariche del Club a.l. 2026-2027,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-04-16,2026-04-16,,0,29,87.00,87.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09362721,001Ns00000EDgRMIA1,LUCCA LE MURA,Medici in Piazza,"Medici in Piazza con Lions, Misericordia, altre Associazioni. Visite mediche specialistiche gratuite.",Comunicato,True,Lions Club,Altro servizio umanitario,Attività per altri servizi sanitari,True,False,2026-04-18,2026-04-18,1000,1000,150,1200.00,1200.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09455402,001Ns00000EDgRMIA1,LUCCA LE MURA,Conviviale Giornata Mondiale Investitura Lions e Giornata della Mura,"Conviviale con ingresso di tre nuovi Soci (Giornata Mondiale dell'Investitura Lions) e intervento/relazione ""Le Mra di Lucca nella Poesia""",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-05-07,2026-05-07,,0,30,150.00,150.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09455452,001Ns00000EDgRMIA1,LUCCA LE MURA,"Interclubs ""Volare senza limiti"" - esperienza del volo per persone con disabilità",Interclub - Esperienza del volo per persone con disabilità presso Aeroporto di Tassignano (Capannori - Lucca),Comunicato,True,Lions Club,Altro servizio umanitario,Iniziative per i disabili,True,False,2026-05-09,2026-05-09,80,80,3,30.00,30.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09604766,001Ns00000EDgRMIA1,LUCCA LE MURA,Congresso Distrettuale - D 108 La - Toscana,Partecipazione al Congresso del Distretto 108 La - Toscana dei Delegati del Club,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-05-16,2026-05-16,,0,4,81.00,81.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-09604799,001Ns00000EDgRMIA1,LUCCA LE MURA,Congresso Nazionale - MD 108 ITALY,Partecipazione Congresso Nazionale MD 108 ITALY,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-05-23,2026-05-23,,0,1,10.00,10.00,,,,0.00,0,,,,0.00,Giuseppe Guerra
SA-08206140,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,Service SALUTE MENTALE E BENESSERE,"Meeting-convegno promosso dal ns. socio Danilo Meiattini e relatore ns. Socio Dott. Pietro Mascheri dal titolo ""la salute mentale in era Covid"" svolto presso l'università dell'età Libera di Foiano della Chiana (AR)",Comunicato,True,Lions Club,Altro servizio umanitario,Salute mentale e benessere,False,False,2025-10-08,2025-10-08,40,40,5,8.00,8.00,,USD,0.00,0.00,0,0,USD,0.00,0.00,Angiolo Panichi
SA-08371536,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,VISITA DEL GOVERNATORE DISTRETTUALE,"Visita del Governatore Distrettuale svolta presso la sede del Club (Castello di Gargonza) in Interclub LC LUCIGNANO E VAL D'ESSE, LC CORTONA VALDICHIANA HOST, LC CORTONA CORITO CLANIS",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-10-19,2025-10-19,40,40,15,20.00,20.00,,EUR,200.00,234.40,0,service Distrettuale,EUR,0.00,0.00,Angiolo Panichi
SA-08371564,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,Anniversari in Concerto,"""Anniversari in Concerto"", in occasione della ricorrenza del 107° Anniversario della Vittoria, Festa dell'Unità Nazionale e delle Forze Armate.",Comunicato,True,Lions Club,Altro servizio umanitario,Altro,False,False,2025-11-09,2025-11-09,60,60,2,8.00,8.00,,,,0.00,0,,,,0.00,Angiolo Panichi
SA-08716867,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,Service FAME,Evento finalizzato a riunire persone e rispondere all'insicurezza alimentare e corretti stili di vita alimentare.,Comunicato,True,Lions Club,Fame,"Sensibilizzazione, informazione e advocacy per la fame e l?alimentazione",False,False,2026-01-09,2026-01-09,20,20,5,24.00,24.00,,,,0.00,0,,,,0.00,Angiolo Panichi
SA-09480071,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,LIONS OIL 26 - XII Edizione,"XII Edizione del Lions Oil divenuto una attività distintiva del Club. Come sempre abbiamo avuto una grande partecipazione di produttori di olio locali e zone limitrofe e presenza di persone e soci Lions alla serata, svolta presso la sede del Club al Castello di Gargonza - Monte San Savino (AR)",Comunicato,True,Lions Club,Altro servizio umanitario,Altro,True,False,2025-11-22,2025-11-22,20,20,5,24.00,24.00,,EUR,500.00,579.14,0,Casa per anziani,EUR,500.00,579.14,Angiolo Panichi
SA-09480086,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,Festa degli Auguri 2025,"Tradizionale festa degli Auguri svolta dai tre Club Lions della Valdichiana Aretina, il LC LUCIGNANO E VAL D'ESSE, il LC CORTONA VALDICHIANA HOST, il LC CORTONA CORITO CLANIS",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-12-13,2025-12-13,,0,30,24.00,24.00,,,,0.00,0,,,,0.00,Angiolo Panichi
SA-09480096,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,"27 Giugno 1980 Incidente Aereo di Ustica, una strage dai contorni avvolti nel mistero","Relazione del Lions Dott Felice Addonizio su una delle pagine più tragiche della storia recente Italiana, la strage di Ustica. Serata che ha fornito dettagli ed indicazioni inedite su questo disastro che ha causato vittime innocenti. Meeting svolto in interclub LC LUCIGNANO E VAL D'ESSE e LC AREZZO NORD EST.",Comunicato,True,Lions Club,Altro servizio umanitario,Altro,False,False,2026-01-24,2026-01-24,25,25,4,36.00,36.00,,,,0.00,0,,,,0.00,Angiolo Panichi
SA-09480111,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,Service AMBIENTE,"Camminata per l'ambiente con raccolta rifiuti abbandonati, svolta tra i soci del LC LUCIGNANO E VAL D'ESSE",Comunicato,True,Lions Club,Ambiente,Sensibilizzazione e istruzione e advocacy,False,False,2026-04-18,2026-04-18,30,30,15,12.00,12.00,,,,0.00,0,,,,0.00,Angiolo Panichi
SA-09480119,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,Progetto Martina 2025/2026,"Partecipazione dei nostri medici soci del Club al progetto Martina 2025/2026, in interclub tra LC LUCIGNANO E VAL D'ESSE, LC CORTONA VALDICHIANA HOST, LC CORTONA CORITO CLANIS presso Istituto A. Vegni di Cortona (AR)",Comunicato,True,Lions Club,Giovani,Altro,False,False,2026-03-20,2026-03-20,40,40,3,18.00,18.00,,,,0.00,0,,,,0.00,Angiolo Panichi
SA-09480124,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,CONCERTO DI SOLIDARIETA' LIONS 2026,"Concerto di Solidarietà Lions 2026 (III Edizione) svolto presso la splendida cornice dell'Archivio di Stato di Siena grazie anche alla collaborazione del Presidente Cinzia Cardinali e Direttrice dell'Archivio. Si è esibita la Filarmonica Santa Cecilia di Civitella in Val di Chiana (AR) con il soprano Elisabetta Materazzi. Attività svolta in interclub tra il LC LUCIGNANO E VAL D'ESSE e LC SIENA TORRE DI MEZZO, e grazie anche al contributo della Pro-Loco di Civitella in Val di Chiana (AR).",Comunicato,True,Lions Club,Altro servizio umanitario,Iniziative per gli anziani,False,False,2026-04-11,2026-04-11,30,30,18,60.00,60.00,,EUR,250.00,288.56,0,Donazione per casa per anziani Dreini di Monte San Savino AR,EUR,250.00,288.56,Angiolo Panichi
SA-09480152,001Ns00000EDgRMIA1,LUCIGNANO E VAL D'ESSE,Donazione attrezzature per casa per anziani DREINI di Monte San Savino AR,"Donazione da parte dei cinque Club della Zona Q - VII Circoscrizione Lions alla casa per anziani di Dreini, grazie all'impegno dei cinque presidenti dei Club e del Presidente di Zona Q e nostro socio Dott. PIETRO MASCHERI",Comunicato,True,Lions Club,Altro servizio umanitario,Donazione,False,False,2026-04-30,2026-04-30,80,80,12,60.00,60.00,,EUR,3600.00,4155.21,0,Casa per anziani DREINI di Monte San Savino AR,,,0.00,Angiolo Panichi
SA-07607433,001Ns00000EDgRMIA1,Marliana Nievole Ombrone,DONAZIONE AL LIONS CLUB CANI GUIDA ODV,"Il nostro Club ha provveduto a raccogliere fondi per i Cani Guida attraverso erogazioni liberali anche tramite la donazione di piantine fornite dall'Associazione Raggio Verde di Pistoia per ragazzi Autistici, Associazione che svolge varie attività laboratoriali.",Comunicato,True,Lions Club,Altro servizio umanitario,Donazione,False,False,2025-03-01,2025-06-30,8,8,,,0.00,,USD,3029.00,3029.00,0,LIONS CLUB CANI GUIDA ODV,,,0.00,Paola Sturlini
SA-08174070,001Ns00000EDgRMIA1,MASSA COZZILE VALDINIEVOLE,APERTURA ANNATA LIONISTICA,hanno partecipato molti presidenti di club della circoscrizione ed oltre,Comunicato,True,Lions Club,Altro servizio umanitario,Evento comunitario,False,False,2025-09-18,2025-09-18,42,42,42,126.00,126.00,,,,0.00,0,,,,0.00,Giacomo Zei
SA-08217072,001Ns00000EDgRMIA1,MASSA COZZILE VALDINIEVOLE,Intermiting     Il benessere psicofisico:arte e musica,"Intermiting con Prato :il benessere psicofisico ,arte e musuica",Comunicato,True,Lions Club,Ambiente,Sensibilizzazione e istruzione e advocacy,True,False,2025-10-18,2025-10-18,42,42,23,4.00,4.00,,,,0.00,0,,,,0.00,Giacomo Zei
SA-09105099,001Ns00000EDgRMIA1,MASSA COZZILE VALDINIEVOLE,assemblea,VERRANNO DISCUSSI I PUNTI ordine del giorno,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-13,2026-03-13,14,14,16,4.00,4.00,,,,0.00,0,,,,0.00,Giacomo Zei
SA-09105124,001Ns00000EDgRMIA1,MASSA COZZILE VALDINIEVOLE,BENESSERE PSICOFISICO ed ambiente,CONFERENZA MEDICO PSICOLOGO,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,True,False,2025-10-01,2025-10-01,29,29,29,4.00,4.00,,,,0.00,0,,,,0.00,Giacomo Zei
SA-09455034,001Ns00000EDgRMIA1,MASSA COZZILE VALDINIEVOLE,PROBLEMATICHE LEGATE AL MONDO FINANZIARIO,il relatore ha illustrato le problematiche finanziarie riferite al periodo odierno,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,True,False,2026-05-11,2026-05-11,23,23,69,3.00,3.00,,,,0.00,0,,,,0.00,Giacomo Zei
SA-07647516,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"Service di della IV Circoscrizione, Zona H e Zona G - Ospedale del Cuore G. Pasquinucci (OPA)",Service inter-club di raccolta fondi destinati all'Ospedale del Cuore G. Pasquinucci (OPA) per l'acquisto di materiale utile ai cardiochirurghi.,Comunicato,True,Lions Club,Altro servizio umanitario,Attività per altri servizi sanitari,True,False,2025-03-13,2025-07-10,100,100,40,40.00,40.00,,EUR,1500.00,1567.32,0,Ospedale del Cuore G. Pasquinucci (OPA),EUR,1500.00,1567.32,Maria Rita Guadagni
SA-08134578,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,SALUTE MENTALE E BENESSERE,"CONFERENZA SULLA SALUTE MENTALE E BENESSERE, FINALIZZATA A SENSIBILIZZARE I GIOVANI SUL RISCHIO SINDROME HIKIKOMORI.
.La nuova dipendenza, collegata all'uso smoderato dei social e della realtà virtuale, porta i giovani ad isolarsi dal resto del mondo fino alla forma più grave in cui il soggetto rifiuta ogni relazione della vita reale. Aiutare i genitori a comprendere se il soggetto è a rischio, come fare per aiutarlo.",Comunicato,True,Lions Club,Altro servizio umanitario,Salute mentale e benessere,False,False,2025-10-07,2025-10-11,200,200,10,40.00,40.00,,,,0.00,0,,,,0.00,Maria Rita Guadagni
SA-08294155,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"Service - raccolta fondi per LCIF e ISPRO ""Concerto Gospel""",Concerto Gospel per la raccolta fondi da donarsi ad LCIF ed al Service del distretto 108 La per ISPRO.,Comunicato,True,Lions Club,Altro servizio umanitario,Donazione,False,False,2025-11-29,2025-11-29,1000,1000,8,40.00,40.00,,EUR,1000.00,1158.27,1,LCIF ed ISPRO.,,,0.00,Maria Rita Guadagni
SA-08389794,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"SERVICE di interesse MULTI DISTRETTUALE ""Interconnettiamoci ..... ma con la testa.""",il progetto ha la lo scopo di informare i giovani sui pericoli della rete,Comunicato,True,Lions Club,Giovani,Scuole Lions,False,False,2025-11-06,2025-11-06,98,98,2,6.00,6.00,,,,0.00,0,,,,0.00,Maria Rita Guadagni
SA-08389828,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"SERVICE CONCORSO - ""UN POSTER PER LA PACE 2025/2026""","CONSORSO INTERNAZIONALE ""UN POSTER PER LA PACE"" 2025/2026. HANNO PARTECIPATO DUE ISTITUTI COMPRENSIVI DELLA PROVINCIA DI MASSA-CARRARA PER UN TOTALE DI N. 264 RAGAZZI/E DELLE SCUOLE MEDIE INFERIORI,",Comunicato,True,Lions Club,Altro servizio umanitario,Sensibilizzazione e istruzione e advocacy,False,False,2025-09-01,2025-12-02,264,264,8,50.00,50.00,,,,0.00,0,,,,0.00,Maria Rita Guadagni
SA-08716252,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,CONSIGLIO DIRETTIVO DEL L.C. MASSA e CARRARA APUANIA,CONSIGLIO DIRETTIVO PER DEFINIRE il programma e le attività del CLUB per l'annata lionistica 2025/2026.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-10-02,2025-10-02,,0,8,24.00,24.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08716061,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,Service sulla Fame - DONAZIONE GENERI ALIMENTARI,Donazione generi alimentari alla mensa dei poveri della chiesa della Santissima Annunziata di Marina di Carrara.,Comunicato,True,Lions Club,Fame,Donazione,False,False,2026-01-05,2026-01-05,200,200,8,30.00,30.00,,EUR,400.00,470.78,1,LCIF ed ISPRO.,,,0.00,Fabrizio Biagioni
SA-08716228,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,CONSIGLIO DIRETTIVO DEL L.C. MASSA e CARRARA APUANIA,"CONSIGLIO DIRETTIVO PER DEFINIRE - CONCERTO GOSPEL, CENA AUGURI DI NATALE, varie ed eventuali,",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-11-06,2025-11-06,,0,8,24.00,24.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08716270,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,Cena di Apertura annata lionistica 2025/2026 Presidente Massimo Pantani e Visita del Governatore Distrettuale,"Cena di apertura dell'annata lionistca 2025/2026 con visita del governatore distrettuale Gilberto Tuccinardi.
Riunione dei soci del L.C. Massa e Carrara Apuania con il governatore distrettuale.",Comunicato,True,Lions Club,Altro servizio umanitario,Donazione,False,False,2025-09-23,2025-09-23,60,60,17,10.00,10.00,,EUR,1.00,1.16,1,Associazioni del territorio.,EUR,0.00,0.00,Fabrizio Biagioni
SA-08769422,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,PRIMA RIUNIONE LIONS CLUBS della  ZONA H - IV^ CIRCOSCRIZIONE.,RIUNIONE ZONA H - IV Circoscrizione - Distretto 108 La.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-09-03,2025-09-03,,0,1,3.00,3.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08769446,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,I^ RIUNIONE CONSULTIVA DISTRETTUALE.,Prima riunione consultiva del distretto 108 La.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-09-13,2025-11-12,,0,2,16.00,16.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08769472,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,II^ RIUNIONE CONSULTIVA DISTRETTUALE.,Seconda riunione consultiva del distretto 108 La.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-11-15,2025-11-15,,0,2,18.00,18.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08769508,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,SECONDA  RIUNIONE LIONS CLUBS della  ZONA H - IV^ CIRCOSCRIZIONE.,RIUNIONE ZONA H - IV Circoscrizione - Distretto 108 La.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-11-12,2025-11-12,,0,1,3.00,3.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08769521,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,RIUNIONE DELLE CARICHE - ANNATA LIONISTICA 2025/2026.,RIUNIONE DELLE CARICHE - GOVERNATORE DISTRETTUALE GILBERTO TUCCINARDI.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2025-07-05,2025-07-05,,0,2,12.00,12.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08805775,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,CONSIGLIO DIRETTIVO DEL L.C. MASSA e CARRARA APUANIA,"CONSIGLIO DIRETTIVO PER DEFINIRE - CONCERTO GOSPEL, CENA AUGURI DI NATALE, varie ed eventuali,",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-01-15,2026-01-15,,0,9,26.00,26.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08805741,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"SERVICE CONCORSO - ""UN POSTER PER LA PACE 2025/2026"" - PREMIAZIONE VINCITORI","CONSEGNA PREMI AI VINCITORI DEL CONSORSO INTERNAZIONALE ""UN POSTER PER LA PACE"" 2025/2026. HANNO PARTECIPATO DUE ISTITUTI COMPRENSIVI DELLA PROVINCIA DI MASSA-CARRARA PER UN TOTALE DI N. 264 RAGAZZI/E DELLE SCUOLE MEDIE INFERIORI,",Comunicato,True,Lions Club,Giovani,Concorso Un Poster per la Pace e Concorso di saggistica,False,False,2026-01-17,2026-01-17,300,300,12,60.00,60.00,,EUR,330.00,388.39,0,SCUOLE MEDIE PARTECIPANTI ALL'EVENTO.,,,0.00,Fabrizio Biagioni
SA-08805781,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"Service - raccolta fondi per LCIF e ISPRO ""Concerto Gospel""","Commedia musicale ""En convento a je' talento"" della compagnia LA FENICE APS.",Comunicato,True,Lions Club,Altro servizio umanitario,Donazione,False,False,2026-01-16,2026-01-18,1000,1000,17,34.00,34.00,,EUR,500.00,588.47,1,Compagnia LA FENICE APS di Massa Carrara.,,,0.00,Fabrizio Biagioni
SA-08897815,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"SERVICE di interesse MULTI DISTRETTUALE ""Interconnettiamoci ..... ma con la testa.""",il progetto ha la lo scopo di informare i giovani sui pericoli della rete internet.,Comunicato,True,Lions Club,Giovani,Sensibilizzazione e istruzione e advocacy,False,False,2026-02-02,2026-02-02,45,45,2,10.00,10.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08897833,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"SERVICE di interesse MULTI DISTRETTUALE ""Interconnettiamoci ..... ma con la testa.""",il progetto ha la lo scopo di informare i giovani sui pericoli della rete internet.,Comunicato,True,Lions Club,Giovani,Sensibilizzazione e istruzione e advocacy,False,False,2026-02-03,2026-02-03,50,50,2,12.00,12.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08900145,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,SECONDA  RIUNIONE LIONS CLUBS della  ZONA H - IV^ CIRCOSCRIZIONE.,RIUNIONE ZONA H - IV Circoscrizione - Distretto 108 La. EFFETTUATA A CAUSA FORTE MALTEMPO DA REMOTO.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-03,2026-02-03,,0,2,2.00,2.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08904373,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"SERVICE di interesse MULTI DISTRETTUALE ""Interconnettiamoci ..... ma con la testa.""",il progetto ha la lo scopo di informare i giovani sui pericoli della rete internet.,Comunicato,True,Lions Club,Giovani,Sensibilizzazione e istruzione e advocacy,False,False,2026-02-05,2026-02-05,62,62,2,12.00,12.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08910117,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,"SERVICE di interesse MULTI DISTRETTUALE ""Interconnettiamoci ..... ma con la testa.""",il progetto ha la lo scopo di informare i giovani sui pericoli della rete internet.,Comunicato,True,Lions Club,Giovani,Sensibilizzazione e istruzione e advocacy,False,False,2026-02-04,2026-02-04,55,55,2,12.00,12.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08925796,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,III^ RIUNIONE CONSULTIVA DISTRETTUALE.,TERZA riunione consultiva del distretto 108 La -  AREZZO.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-07,2026-02-07,,0,4,24.00,24.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-08925847,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,RACCOLTA FONDI - CENA DEGLI AUGURI DI PASQUA 2026 CON L.C. LUNI - DISTRETTO 108 IA2,"Cena degli auguri di Pasqua 2026 con L.C. LUNI presso ristorante ""Le trigole"" Santo Stefano Magra - raccolta fondi del Service Congiunto per il restauro di un affresco nella chiesa di Nicola. Ingresso di due nuovi soci Valter Bernabucci e Marco Benacci.",Comunicato,True,Lions Club,Ambiente,Sensibilizzazione e istruzione e advocacy,False,False,2026-03-27,2026-03-27,50,50,5,10.00,10.00,,EUR,310.00,366.18,0,CHIESA DI NICOLA (Spezia),EUR,310.00,366.18,Fabrizio Biagioni
SA-09037402,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,TERZA  RIUNIONE LIONS CLUBS della  IV^ CIRCOSCRIZIONE.,TERZA RIUNIONE IV^ Circoscrizione - Distretto 108 La.,Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-02-23,2026-02-23,,0,1,3.00,3.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-09067337,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,LIONS IN PIAZZA 2025/2026 (Medici in Piazza).,"Lions in Piazza 2025/2026. Screening sanitario effettuato con l'ausilio dei medici del Club ed amici e della Croce Rossa di Massa Carrara. Ingressi 312, Neurologia 40, Cardiologia 49, Urologia 27, Prevenzione Diabetica 58, Dermatologia 37, Prevenzione Oncologia 35, Audiometria 30, Prevenzione Gastroenterologica 36.",Comunicato,True,Lions Club,Diabete,Screening per il diabete di tipo 2,False,False,2026-03-22,2026-03-22,312,312,16,100.00,100.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-09067380,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,TERZA  RIUNIONE LIONS CLUBS della  ZONA H - IV^ CIRCOSCRIZIONE.,"RIUNIONE ZONA H - IV Circoscrizione - Distretto 108 La. EFFETTUATA  DA REMOTO.
APPROVATO SERVICE DELLA ZONA H - CINQUE GIORNI IN  IN LIBERTA'.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-03,2026-03-03,,0,2,2.00,2.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-09184294,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,CONVEGNO - L'ARTE ACCESSIBILE PER TUTTI NEL PROGETTO DI VITA DELLA PERSONE CON DISABILITA' VISIVA.,"Conferenza della ""Fondazione Alfredo Catarsini"" presso Lucca, Palazzo Guinigi, patrocinata anche dal Distretto 108 La sul tema della disabilità visiva. Presente il Governatore Gilberto Tuccinardi e la seconda vice governatore Barbara Becherucci.",Comunicato,True,Lions Club,Amministrazione,Attività di rafforzamento del club,False,False,2026-03-28,2026-03-28,40,40,1,6.00,6.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
SA-09184956,001Ns00000EDgRMIA1,MASSA E CARRARA APUANIA,CONVEGNO SULLA SALUTE MENTALE. - Figli invisibili il silenzio dell'Hikikomori e il dolore che non si vede.,"Conferenza sulla salute mentale, la sindrome di Hikikomori tenuta dalla socia dottoressa Maria Rita Guadagni presso la sala conferenze della chieda della Santissima Annunziata a Marina di Carrara.",Comunicato,True,Lions Club,Altro servizio umanitario,Sensibilizzazione e istruzione e advocacy,False,False,2026-03-14,2026-03-14,40,40,5,15.00,15.00,,,,0.00,0,,,,0.00,Fabrizio Biagioni
